,sqft_living,sqft_lot,sqft_above,zipcode,waterfront_view,landscape_view,price,season,season_encode
10566,2890,8122,1630,98008,No,No,502000.0,Summer,2
10567,1480,3851,1480,98072,No,No,360000.0,Spring,1
10568,1680,3000,1680,98178,No,No,290500.0,Spring,1
10569,2163,5883,2163,98001,No,No,248000.0,Spring,1
10570,2280,7568,2280,98056,No,No,433000.0,Spring,1
10571,820,4200,820,98112,No,No,480000.0,Spring,1
10572,1330,5000,1120,98125,No,No,410000.0,Spring,1
10573,2310,5000,2310,98038,No,No,309950.0,Spring,1
10574,1290,7372,1290,98042,No,No,253000.0,Winter,3
10575,1630,11800,1630,98045,No,No,280000.0,Spring,1
10576,1410,8925,1410,98052,No,No,440000.0,Spring,1
10577,1240,8936,1240,98006,No,No,333000.0,Autumn,0
10578,3100,23790,3100,98075,No,No,759950.0,Summer,2
10579,2020,9000,2020,98045,No,No,345000.0,Winter,3
10580,2500,5831,2500,98038,No,No,350000.0,Autumn,0
10581,790,14200,790,98188,No,No,198000.0,Summer,2
10582,2040,11294,1340,98004,No,No,730000.0,Summer,2
10583,1430,9600,1430,98059,No,No,266200.0,Spring,1
10584,2250,10160,2250,98040,No,No,1060000.0,Spring,1
10585,1070,20450,1070,98058,No,No,95000.0,Autumn,0
10586,1300,12731,1300,98074,No,No,430000.0,Summer,2
10587,2560,9731,2560,98034,No,No,650000.0,Summer,2
10588,2190,5071,2190,98038,No,No,379900.0,Spring,1
10589,940,1222,860,98125,No,No,325000.0,Spring,1
10590,1740,8449,1170,98008,No,No,455000.0,Summer,2
10591,2220,3797,1330,98108,No,No,392000.0,Autumn,0
10592,1310,7811,1310,98034,No,No,373000.0,Autumn,0
10593,2710,8227,1910,98199,No,No,951250.0,Autumn,0
10594,1300,14350,1300,98006,No,No,502000.0,Summer,2
10595,1940,40588,1940,98058,No,No,362500.0,Spring,1
10596,1080,3500,1080,98103,No,No,525000.0,Summer,2
10597,2110,11680,1420,98052,No,No,580000.0,Winter,3
10598,1590,9425,1170,98058,No,No,278000.0,Winter,3
10599,910,4800,910,98126,No,No,422500.0,Winter,3
10600,1590,5400,990,98119,No,No,783200.0,Autumn,0
10601,3290,6628,3290,98075,No,No,715000.0,Summer,2
10602,2010,2212,1390,98029,No,No,472217.0,Summer,2
10603,2060,4030,2060,98032,No,No,244615.0,Spring,1
10604,1560,14288,780,98125,No,No,385000.0,Winter,3
10605,1120,6600,1120,98105,No,No,549995.0,Summer,2
10606,3550,15151,3550,98075,No,No,959900.0,Summer,2
10607,3300,7200,3300,98052,No,No,510000.0,Summer,2
10608,2000,12669,1200,98070,No,No,367000.0,Summer,2
10609,2680,8410,1810,98058,No,No,375000.0,Autumn,0
10611,1290,1334,1290,98107,No,No,489000.0,Winter,3
10612,1150,700,800,98136,No,No,340000.0,Spring,1
10613,1880,5978,940,98144,No,No,562000.0,Spring,1
10614,2400,7478,2400,98019,No,No,489950.0,Autumn,0
10615,1920,9600,1560,98052,No,No,652000.0,Autumn,0
10616,4350,7090,2870,98042,No,No,472000.0,Autumn,0
10617,1910,9244,1910,98059,No,No,333000.0,Summer,2
10618,2000,7350,2000,98177,No,No,560000.0,Spring,1
10619,3290,20107,2220,98198,No,No,799000.0,Winter,3
10620,3480,9200,3480,98006,No,No,860000.0,Summer,2
10621,2410,55931,2410,98092,No,No,449500.0,Spring,1
10622,2820,11500,2820,98075,No,No,692500.0,Winter,3
10623,2710,11400,1430,98006,No,No,925000.0,Summer,2
10624,2080,2856,1550,98042,No,No,267500.0,Autumn,0
10625,2200,6018,2200,98019,No,No,396800.0,Summer,2
10626,1180,8058,1180,98092,No,No,220000.0,Spring,1
10627,2120,56192,1720,98177,No,Yes,892500.0,Summer,2
10628,1460,10311,1460,98052,No,No,455500.0,Spring,1
10629,2110,11250,2110,98040,No,No,743000.0,Summer,2
10630,1790,17925,1790,98155,No,No,338000.0,Winter,3
10631,1340,13115,1340,98045,No,No,332000.0,Autumn,0
10632,2460,4000,1370,98112,No,No,563225.0,Winter,3
10633,3760,20609,3760,98077,No,No,1150000.0,Spring,1
10634,1240,5000,1000,98103,No,No,645000.0,Autumn,0
10635,2750,16000,2560,98033,No,No,739000.0,Winter,3
10636,2530,13446,2530,98019,No,No,435000.0,Summer,2
10637,3200,3800,2650,98102,No,No,995000.0,Summer,2
10638,2020,7357,1350,98034,No,No,520000.0,Spring,1
10639,3030,180263,2030,98092,No,No,400000.0,Spring,1
10640,2350,7641,1510,98034,No,No,440000.0,Autumn,0
10641,1690,6010,1230,98115,No,No,440000.0,Autumn,0
10642,1280,3900,1280,98103,No,No,738000.0,Spring,1
10643,1170,9848,1170,98028,No,No,250000.0,Spring,1
10644,2700,8580,2700,98022,No,No,338150.0,Autumn,0
10645,1800,7371,1280,98072,No,No,425000.0,Autumn,0
10646,3670,54450,3670,98074,No,No,883000.0,Summer,2
10647,2350,266151,2350,98014,No,No,510000.0,Winter,3
10648,3100,21303,3100,98075,No,Yes,950000.0,Autumn,0
10649,1120,9656,1120,98006,No,No,435000.0,Autumn,0
10650,1900,10226,1130,98034,No,No,415000.0,Spring,1
10651,1350,944,870,98116,No,No,439000.0,Autumn,0
10652,1410,6400,960,98198,No,No,295832.0,Spring,1
10653,1560,9514,1560,98031,No,No,285000.0,Autumn,0
10654,1090,5003,1090,98125,No,No,350000.0,Spring,1
10655,1465,972,1050,98112,No,No,489000.0,Autumn,0
10656,1790,6930,1390,98003,No,No,304500.0,Autumn,0
10657,1300,7313,1300,98055,No,No,288000.0,Spring,1
10658,1920,9512,1440,98011,No,No,417000.0,Winter,3
10659,1420,991,1040,98102,No,No,615000.0,Spring,1
10660,3760,4857,2820,98072,No,No,730000.0,Autumn,0
10661,930,3447,930,98198,No,No,178500.0,Summer,2
10662,1580,9600,1050,98198,No,No,300000.0,Summer,2
10663,2170,8518,1350,98178,No,No,415000.0,Summer,2
10664,2040,15695,2040,98166,No,No,452500.0,Summer,2
10665,3430,15877,3430,98065,No,No,1010000.0,Summer,2
10666,2160,7000,2160,98029,No,No,653000.0,Winter,3
10667,2060,5649,1360,98199,No,No,715000.0,Spring,1
10668,1410,4080,1410,98105,No,No,541000.0,Summer,2
10669,1850,7547,1850,98198,No,No,245000.0,Winter,3
10670,1370,10038,1370,98133,No,No,547000.0,Winter,3
10671,3330,12408,1740,98074,No,No,750000.0,Spring,1
10672,1970,12375,1570,98133,No,No,575000.0,Winter,3
10673,1310,8670,1310,98092,No,No,216000.0,Summer,2
10674,1640,4579,1640,98133,No,No,443000.0,Autumn,0
10675,1600,6202,1600,98038,No,No,257700.0,Autumn,0
10676,1230,9440,1230,98045,No,No,278000.0,Spring,1
10677,2240,3691,2240,98092,No,No,300000.0,Autumn,0
10678,2190,7904,2190,98092,No,No,269100.0,Winter,3
10679,990,10752,990,98133,No,No,402500.0,Summer,2
10680,1010,7719,1010,98056,No,No,306888.0,Summer,2
10681,2920,14210,2920,98007,No,No,795000.0,Winter,3
10682,2310,5573,2310,98056,No,No,525000.0,Summer,2
10683,3470,12076,2560,98040,No,No,1050000.0,Summer,2
10684,1220,6000,880,98118,No,No,452000.0,Summer,2
10685,1550,5401,1550,98019,No,No,350000.0,Spring,1
10686,2070,6180,2070,98056,No,No,410000.0,Spring,1
10687,2060,3600,1180,98119,No,No,595000.0,Autumn,0
10688,1690,4851,1690,98053,No,No,499000.0,Spring,1
10689,2550,7555,2550,98001,No,No,340000.0,Autumn,0
10690,3370,7947,3370,98033,No,No,1065000.0,Summer,2
10691,2230,52983,2230,98030,No,No,460000.0,Spring,1
10692,2382,5899,2382,98003,No,No,345000.0,Summer,2
10693,1620,7566,1620,98038,No,No,280500.0,Winter,3
10694,1140,6120,1140,98115,No,No,704000.0,Winter,3
10695,2140,40173,2140,98027,No,No,545000.0,Autumn,0
10696,1900,7584,1900,98056,No,No,335000.0,Summer,2
10697,3370,7920,1860,98117,No,No,1325000.0,Spring,1
10698,2300,8000,1430,98003,No,No,420000.0,Summer,2
10699,2040,5050,1160,98115,No,No,705000.0,Winter,3
10700,1840,10528,1210,98023,No,No,274900.0,Autumn,0
10701,2860,3345,2190,98072,No,No,499950.0,Spring,1
10702,1400,7550,1400,98133,No,No,415250.0,Spring,1
10703,990,7520,990,98002,No,No,222000.0,Spring,1
10704,3120,42247,2150,98042,No,No,375000.0,Summer,2
10705,1640,5707,1640,98031,No,No,300000.0,Spring,1
10706,2820,8879,1540,98146,No,No,456700.0,Autumn,0
10707,1970,5200,1970,98136,No,No,925500.0,Spring,1
10708,2840,15598,1470,98059,No,No,375000.0,Summer,2
10709,2370,15375,2370,98042,No,No,420000.0,Autumn,0
10710,2610,7301,2610,98072,No,No,575000.0,Autumn,0
10711,1340,1951,670,98144,No,No,335000.0,Spring,1
10712,1300,7200,1300,98122,No,No,428000.0,Winter,3
10713,3340,34238,2060,98077,No,No,655000.0,Autumn,0
10714,2630,4896,2630,98052,No,No,738000.0,Summer,2
10715,1960,3748,980,98133,No,No,415000.0,Summer,2
10716,1090,6125,790,98126,No,No,392000.0,Summer,2
10717,1550,4600,1050,98117,No,No,555000.0,Autumn,0
10718,1770,2677,1770,98055,No,No,260000.0,Spring,1
10719,1390,10500,1390,98024,No,No,392500.0,Spring,1
10720,2979,17313,2979,98006,No,No,912000.0,Summer,2
10721,830,7609,830,98146,No,No,135000.0,Autumn,0
10722,1560,77536,1400,98072,No,No,500000.0,Summer,2
10723,1360,7488,1050,98001,No,No,238000.0,Winter,3
10724,1650,5974,860,98178,No,No,251000.0,Autumn,0
10725,1510,5319,1510,98052,No,No,406500.0,Summer,2
10726,3010,10925,3010,98092,No,No,433495.0,Spring,1
10727,1510,6071,1150,98042,No,No,265000.0,Winter,3
10728,1950,7260,1520,98133,No,No,360000.0,Winter,3
10729,1800,12485,950,98006,No,No,425000.0,Summer,2
10730,2810,11205,1510,98178,No,No,450000.0,Spring,1
10731,1760,8266,1760,98133,No,No,449900.0,Spring,1
10732,2040,5875,2040,98056,No,No,345000.0,Autumn,0
10733,1690,35346,1690,98008,No,No,612500.0,Autumn,0
10734,1530,7650,1530,98058,No,No,317000.0,Summer,2
10735,1810,3880,1310,98117,No,No,585000.0,Spring,1
10736,1180,14292,1180,98045,No,No,455000.0,Summer,2
10737,4090,51908,4090,98077,No,No,1035000.0,Winter,3
10738,2250,3463,2250,98052,No,No,497000.0,Summer,2
10739,1070,6315,1070,98023,No,No,226750.0,Spring,1
10740,1820,7102,1220,98155,No,No,385000.0,Summer,2
10741,1080,5025,1080,98146,No,No,205000.0,Winter,3
10742,2760,13093,2760,98075,No,No,745000.0,Autumn,0
10743,2550,4770,2550,98038,No,No,371000.0,Summer,2
10744,2080,8504,2080,98029,No,No,545000.0,Summer,2
10745,1280,5460,1280,98133,No,No,443000.0,Spring,1
10746,950,6350,950,98106,No,No,287000.0,Spring,1
10747,1050,7577,1050,98023,No,No,194000.0,Summer,2
10748,1800,7650,1800,98056,No,No,265000.0,Summer,2
10749,3840,10004,2110,98040,No,No,1135000.0,Spring,1
10750,3674,12793,3674,98166,No,Yes,699950.0,Spring,1
10751,1710,7000,1710,98125,No,No,433000.0,Autumn,0
10752,910,2693,910,98038,No,No,200000.0,Autumn,0
10753,1340,25160,1340,98059,No,No,289571.0,Spring,1
10754,2340,11034,1720,98155,No,No,440000.0,Summer,2
10755,1510,8360,1120,98007,No,No,400000.0,Autumn,0
10756,2630,15000,2630,98027,No,No,589000.0,Autumn,0
10757,3100,97661,3100,98053,No,No,850000.0,Spring,1
10758,940,3000,940,98122,No,No,520000.0,Winter,3
10759,1370,1248,1200,98102,No,No,555000.0,Spring,1
10760,2480,5082,2480,98065,No,No,470000.0,Spring,1
10761,1068,1158,1068,98028,No,No,207000.0,Winter,3
10762,2390,9650,1620,98003,No,No,379750.0,Autumn,0
10763,2170,4600,1270,98117,No,No,709000.0,Spring,1
10764,1520,9864,1160,98092,No,No,240000.0,Autumn,0
10765,2210,10497,1650,98166,No,No,445500.0,Winter,3
10766,3200,7863,1600,98199,No,No,1308000.0,Autumn,0
10767,1160,10125,1160,98059,No,No,210000.0,Spring,1
10768,2670,5895,2670,98074,No,No,603000.0,Summer,2
10769,2520,10012,2520,98074,No,No,720000.0,Spring,1
10770,760,5500,760,98168,No,No,92000.0,Summer,2
10771,1310,5000,1310,98107,No,No,600000.0,Winter,3
10772,2750,13950,1380,98146,No,No,725000.0,Spring,1
10773,1790,10300,1270,98155,No,No,409950.0,Winter,3
10774,1790,7167,1790,98074,No,No,515000.0,Spring,1
10775,2400,11640,1800,98058,No,No,495000.0,Spring,1
10776,2420,10200,2420,98040,No,No,998000.0,Summer,2
10777,1710,8767,1710,98033,No,No,630000.0,Summer,2
10778,2000,7480,1320,98177,No,No,410000.0,Summer,2
10779,1580,11580,1580,98006,No,No,602000.0,Summer,2
10780,2310,10232,1310,98006,No,No,750000.0,Autumn,0
10781,3580,9316,2370,98007,No,No,711600.0,Summer,2
10782,4320,8709,3190,98027,No,No,1050000.0,Summer,2
10783,2560,35265,2560,98072,No,No,700500.0,Winter,3
10784,3220,18618,3220,98056,No,Yes,710000.0,Winter,3
10785,1660,13085,1010,98001,No,No,250000.0,Winter,3
10786,2420,8400,1620,98056,No,No,350000.0,Autumn,0
10787,2870,29699,1520,98125,No,No,475000.0,Spring,1
10788,830,7200,830,98118,No,No,200000.0,Winter,3
10789,1710,7000,1040,98034,No,No,450000.0,Autumn,0
10790,2600,4641,2600,98058,No,No,316000.0,Summer,2
10791,670,4920,670,98126,No,No,310000.0,Autumn,0
10792,1500,11975,1500,98045,No,No,392000.0,Winter,3
10793,1460,1254,1460,98103,No,No,521000.0,Autumn,0
10794,1540,7110,960,98117,No,No,495000.0,Summer,2
10795,1250,8084,1250,98001,No,No,209000.0,Autumn,0
10796,2230,9900,2230,98005,No,No,809950.0,Summer,2
10797,1800,224769,1420,98038,No,No,400000.0,Autumn,0
10798,2400,7292,1530,98133,No,No,415000.0,Spring,1
10799,2370,76665,2370,98001,No,No,411000.0,Summer,2
10800,1830,3600,1230,98109,No,No,825000.0,Autumn,0
10801,1480,1384,1480,98103,No,No,436000.0,Winter,3
10802,2620,8331,2620,98058,No,No,460000.0,Summer,2
10803,1300,5782,1300,98065,No,No,281000.0,Summer,2
10804,3120,7680,1660,98199,No,No,976000.0,Summer,2
10805,2400,10364,2400,98045,No,No,485000.0,Spring,1
10806,1430,9240,1430,98074,No,No,429000.0,Summer,2
10807,2480,7428,2480,98006,No,No,729000.0,Spring,1
10808,2280,4757,2280,98075,No,No,625000.0,Spring,1
10809,1390,9328,1390,98092,No,No,218500.0,Winter,3
10810,1030,8395,1030,98023,No,No,175000.0,Winter,3
10811,1120,8200,1120,98125,No,No,442500.0,Winter,3
10812,1300,3000,1300,98115,No,No,480000.0,Spring,1
10813,2410,9668,1540,98117,No,Yes,715500.0,Autumn,0
10814,1470,7350,1470,98052,No,No,432500.0,Autumn,0
10815,4720,18741,3210,98053,No,No,875000.0,Summer,2
10816,2910,13332,2910,98146,No,No,605000.0,Autumn,0
10817,5000,12941,5000,98006,No,No,1688000.0,Winter,3
10818,1690,12662,1090,98178,No,No,318000.0,Winter,3
10819,1000,7228,1000,98133,No,No,311300.0,Autumn,0
10820,2400,7904,1450,98188,No,No,325000.0,Spring,1
10821,3330,3705,2610,98006,No,No,795000.0,Autumn,0
10822,2060,10358,1320,98006,No,No,558000.0,Summer,2
10823,3090,18645,3090,98023,No,No,370000.0,Spring,1
10824,2350,7245,2350,98074,No,No,598850.0,Autumn,0
10825,2180,9722,2180,98056,No,No,515700.0,Autumn,0
10826,1870,5013,1870,98011,No,No,458000.0,Summer,2
10827,3530,13000,3530,98042,No,No,583500.0,Winter,3
10828,2460,4166,2460,98034,No,No,653750.0,Summer,2
10829,1650,4725,1650,98038,No,No,299000.0,Summer,2
10830,3480,57499,2340,98027,No,No,532000.0,Spring,1
10831,3176,13391,2726,98198,No,No,819000.0,Summer,2
10832,2420,9000,2000,98146,No,No,945000.0,Summer,2
10833,2260,9696,2260,98074,No,No,608700.0,Autumn,0
10834,2380,6122,1310,98199,No,No,812000.0,Spring,1
10835,3400,8970,1700,98133,No,No,464000.0,Spring,1
10836,3770,35081,3770,98053,No,No,950000.0,Summer,2
10837,2672,4297,2020,98115,No,No,700000.0,Winter,3
10838,1180,4219,1060,98117,No,No,435000.0,Autumn,0
10839,1810,14400,1810,98001,No,No,229500.0,Autumn,0
10840,2610,22672,2610,98166,Yes,No,1575000.0,Autumn,0
10841,1450,13439,1180,98003,No,No,265000.0,Autumn,0
10842,1600,64468,1600,98072,No,No,995000.0,Summer,2
10843,2650,9380,1680,98155,No,No,590000.0,Summer,2
10844,2490,17833,1490,98125,No,No,740000.0,Summer,2
10845,850,7710,550,98108,No,No,360000.0,Spring,1
10846,1820,7200,1300,98136,No,No,548500.0,Spring,1
10847,1960,4788,1090,98115,No,No,599000.0,Spring,1
10848,2350,20820,1800,98074,No,No,615000.0,Summer,2
10849,1320,6600,1320,98168,No,No,292000.0,Winter,3
10850,3720,30649,3720,98053,No,No,899000.0,Autumn,0
10851,2210,6500,1030,98136,No,No,500000.0,Winter,3
10852,1910,11550,1910,98074,No,No,580000.0,Autumn,0
10853,2840,6268,2840,98028,No,No,580000.0,Spring,1
10854,1320,5000,1090,98107,No,No,594000.0,Autumn,0
10855,2440,7600,1420,98052,No,No,500000.0,Spring,1
10856,2420,8056,1680,98029,No,No,550000.0,Autumn,0
10857,1180,6260,1180,98038,No,No,275000.0,Spring,1
10858,1820,7420,1820,98058,No,No,390000.0,Spring,1
10859,3760,8500,3060,98116,No,No,1250000.0,Summer,2
10860,1560,15340,1560,98168,No,No,250000.0,Summer,2
10861,1790,5400,1790,98052,No,No,405000.0,Autumn,0
10862,1430,7000,1430,98023,No,No,213950.0,Summer,2
10863,1390,11340,1390,98031,No,No,232000.0,Winter,3
10864,990,10800,990,98002,No,No,207000.0,Spring,1
10865,1880,30346,1880,98001,No,No,310000.0,Winter,3
10866,2520,5000,2520,98106,No,No,540000.0,Autumn,0
10867,2060,4000,1580,98103,No,No,750000.0,Spring,1
10868,2150,7303,2150,98056,No,No,392500.0,Summer,2
10869,2500,12220,1690,98003,No,No,305000.0,Winter,3
10870,2390,9157,2390,98052,No,No,735000.0,Spring,1
10871,2400,6137,2400,98074,No,No,575000.0,Summer,2
10872,660,5000,660,98106,No,No,175000.0,Summer,2
10873,1580,6633,1580,98042,No,No,291000.0,Winter,3
10874,3250,8970,3250,98075,No,No,791500.0,Summer,2
10875,1880,9659,1180,98155,No,No,475000.0,Summer,2
10876,1190,11400,1190,98178,No,No,238950.0,Autumn,0
10877,1280,1257,1040,98107,No,No,470000.0,Autumn,0
10878,2380,15324,1610,98074,No,No,420000.0,Spring,1
10879,2040,7605,2040,98045,No,No,440000.0,Spring,1
10880,1440,4300,1290,98117,No,No,656000.0,Summer,2
10881,2120,4310,2120,98053,No,No,559950.0,Summer,2
10882,990,5416,990,98122,No,No,600000.0,Autumn,0
10883,1710,12000,1710,98001,No,No,255000.0,Summer,2
10884,1840,7076,1840,98106,No,No,210750.0,Spring,1
10885,1150,2560,1150,98109,No,No,485000.0,Summer,2
10886,2250,8076,2250,98038,No,No,390000.0,Autumn,0
10887,2460,12600,1810,98059,No,No,405000.0,Spring,1
10888,1540,4500,1540,98116,No,No,462500.0,Autumn,0
10889,2210,14073,1630,98059,No,No,435000.0,Winter,3
10890,1440,5434,1440,98053,No,No,440000.0,Autumn,0
10891,1790,7650,1790,98023,No,No,299950.0,Summer,2
10892,1120,1024,1120,98122,No,No,440000.0,Spring,1
10893,1260,11877,1260,98045,No,No,312620.0,Autumn,0
10894,1180,12324,800,98074,No,No,372500.0,Summer,2
10895,1730,8076,1730,98003,No,No,297262.0,Winter,3
10896,2250,7245,1250,98005,No,No,735000.0,Winter,3
10897,1550,5034,1550,98177,No,No,430000.0,Summer,2
10898,1070,9750,1070,98014,No,No,241000.0,Autumn,0
10899,1460,9750,1460,98042,No,No,201000.0,Spring,1
10900,1060,4000,1060,98115,No,No,570000.0,Spring,1
10901,1840,9600,1220,98052,No,No,538000.0,Spring,1
10902,2440,4244,2440,98052,No,No,729000.0,Spring,1
10903,1700,14756,850,98006,No,No,331500.0,Winter,3
10904,680,8064,680,98188,No,No,110700.0,Spring,1
10905,1700,8448,1700,98022,No,No,245000.0,Autumn,0
10906,2000,7111,1360,98177,No,No,427000.0,Summer,2
10907,2340,5940,1290,98115,No,No,650500.0,Summer,2
10908,1120,7440,1120,98155,No,No,335900.0,Summer,2
10909,1510,5133,1510,98199,No,No,535000.0,Autumn,0
10910,2120,2400,1080,98144,No,No,360000.0,Winter,3
10911,1500,8100,1210,98055,No,No,294900.0,Winter,3
10912,1030,5934,1030,98115,No,No,460000.0,Spring,1
10913,5440,38900,5440,98053,No,No,1769000.0,Autumn,0
10914,1150,4400,1150,98112,No,No,463000.0,Spring,1
10915,2420,43560,1500,98022,No,No,332000.0,Winter,3
10917,1750,8116,1750,98056,No,No,247000.0,Autumn,0
10918,2170,14024,2170,98019,No,No,442500.0,Summer,2
10919,2540,237402,2540,98022,No,No,600000.0,Summer,2
10920,1690,3827,1690,98053,No,No,449000.0,Autumn,0
10921,1600,4500,1600,98115,No,No,725000.0,Spring,1
10922,1060,7900,1060,98058,No,No,215000.0,Winter,3
10923,1990,6549,1170,98115,No,No,582500.0,Winter,3
10924,2210,9371,2210,98032,No,No,305000.0,Summer,2
10925,3090,7650,2340,98042,No,No,734000.0,Autumn,0
10926,1050,10072,1050,98019,No,No,300000.0,Spring,1
10927,2550,71874,1810,98027,No,No,525888.0,Spring,1
10928,2095,4400,1295,98116,No,No,711000.0,Autumn,0
10929,1520,12282,1220,98155,No,No,360000.0,Summer,2
10930,2750,12350,2750,98031,No,No,357000.0,Winter,3
10931,1200,9266,1200,98002,No,No,235000.0,Autumn,0
10932,1830,9720,1150,98040,No,Yes,550000.0,Summer,2
10933,1160,7202,1160,98133,No,No,324000.0,Winter,3
10934,1750,9239,1410,98133,No,No,420000.0,Spring,1
10935,2400,7693,2400,98059,No,No,450000.0,Summer,2
10936,4140,6770,3030,98027,No,No,825000.0,Spring,1
10937,2115,6234,2115,98002,No,No,272000.0,Summer,2
10938,2580,15653,2580,98166,No,No,481000.0,Autumn,0
10939,1220,3400,1060,98117,No,No,500000.0,Summer,2
10940,1630,3780,890,98107,No,No,448000.0,Summer,2
10941,1350,4220,1350,98053,No,No,480000.0,Spring,1
10942,1690,2890,1690,98053,No,No,475000.0,Autumn,0
10943,1700,2383,1700,98029,No,No,472500.0,Autumn,0
10944,1890,7616,1260,98003,No,No,291000.0,Autumn,0
10945,850,5250,850,98133,No,No,294000.0,Summer,2
10946,2480,12688,1820,98004,No,No,1013050.0,Summer,2
10947,1690,3129,1690,98053,No,No,442500.0,Autumn,0
10948,810,8424,810,98023,No,No,170000.0,Summer,2
10949,3980,16304,2480,98004,No,Yes,1582500.0,Spring,1
10950,2580,6000,1780,98144,No,No,665000.0,Winter,3
10951,6085,142725,6085,98014,No,No,1610000.0,Summer,2
10952,2140,5000,1000,98112,No,No,675000.0,Summer,2
10953,1360,10000,1360,98019,No,No,279900.0,Winter,3
10954,1800,3245,1800,98103,No,No,875000.0,Summer,2
10955,1920,3867,1920,98029,No,No,571000.0,Summer,2
10956,860,5060,860,98133,No,No,320000.0,Summer,2
10957,2340,35021,2340,98038,No,No,525000.0,Summer,2
10958,4040,20666,2020,98004,No,No,1650000.0,Summer,2
10959,1160,5082,580,98178,No,No,137900.0,Spring,1
10960,1680,57063,1680,98045,No,No,440000.0,Summer,2
10961,1280,3870,640,98122,No,No,360000.0,Spring,1
10962,1800,9576,1800,98045,No,No,271000.0,Winter,3
10963,4250,23326,2150,98003,No,No,465000.0,Spring,1
10964,2400,4596,2400,98001,No,No,280000.0,Autumn,0
10965,940,6350,940,98103,No,No,283000.0,Spring,1
10966,1110,7208,1110,98052,No,No,411500.0,Winter,3
10967,2420,7548,1370,98023,No,No,282000.0,Autumn,0
10968,1850,1499,1790,98199,No,No,535000.0,Winter,3
10970,2020,4350,1730,98199,No,No,868000.0,Winter,3
10971,1830,65340,1520,98045,No,No,427000.0,Summer,2
10972,1920,6000,960,98125,No,No,455000.0,Autumn,0
10973,1280,8500,1280,98033,No,No,595000.0,Autumn,0
10974,3130,5240,3130,98038,No,No,400000.0,Spring,1
10975,3920,12415,3920,98075,No,No,770000.0,Summer,2
10976,3100,3773,2000,98122,No,No,742500.0,Spring,1
10977,3220,15600,1680,98006,No,No,1250000.0,Summer,2
10978,1670,13775,1670,98045,No,No,375000.0,Summer,2
10979,2700,17853,2700,98004,No,No,1557600.0,Spring,1
10980,5461,22880,3265,98032,No,No,545000.0,Winter,3
10981,4400,16625,4400,98075,No,No,1050000.0,Spring,1
10982,2190,8500,2190,98112,No,No,1565000.0,Winter,3
10983,1200,11163,1200,98092,No,No,178000.0,Spring,1
10984,1470,10390,1470,98031,No,No,262500.0,Autumn,0
10985,1650,5000,1650,98107,No,No,730000.0,Spring,1
10986,1840,10453,1360,98166,No,No,395000.0,Summer,2
10987,1210,6650,1210,98008,No,No,355000.0,Autumn,0
10988,1870,8541,1870,98023,No,No,299990.0,Autumn,0
10989,3890,422096,3150,98038,No,No,1125000.0,Spring,1
10990,2660,11200,2660,98059,No,No,425000.0,Autumn,0
10991,1150,7552,1150,98125,No,No,349000.0,Winter,3
10992,1740,4816,870,98116,No,No,554950.0,Autumn,0
10993,2580,8064,1880,98118,No,No,326000.0,Autumn,0
10994,1720,6975,1420,98052,No,No,580000.0,Summer,2
10995,2740,18455,1510,98040,No,Yes,699000.0,Summer,2
10996,2610,11290,1630,98033,No,No,757000.0,Autumn,0
10997,1400,7920,1400,98034,No,No,335000.0,Summer,2
10998,2570,28500,1970,98052,No,No,660000.0,Summer,2
10999,2830,7334,2830,98059,No,No,540000.0,Spring,1
11000,2630,8625,2630,98032,No,No,320000.0,Autumn,0
11001,1580,7918,1580,98055,No,No,280000.0,Spring,1
11002,1540,10931,1540,98045,No,No,324000.0,Summer,2
11003,2120,7735,1060,98059,No,No,300000.0,Spring,1
11004,1830,10000,1830,98019,No,No,360000.0,Summer,2
11005,2260,10153,2260,98074,No,No,600000.0,Summer,2
11006,2500,92347,1500,98040,No,No,950000.0,Spring,1
11007,1830,1804,1830,98117,No,No,599950.0,Summer,2
11008,1190,7920,890,98126,No,No,190000.0,Spring,1
11009,2310,9002,1780,98034,No,No,350000.0,Spring,1
11010,1230,4600,1230,98116,No,No,522000.0,Spring,1
11011,2940,10809,2940,98006,No,No,850000.0,Spring,1
11012,1010,8800,1010,98118,No,No,308000.0,Summer,2
11013,2550,5000,2550,98117,No,No,1020000.0,Winter,3
11014,1480,5100,1480,98103,No,No,397500.0,Autumn,0
11015,1460,7967,1040,98023,No,No,186000.0,Winter,3
11016,3110,12429,1790,98011,No,No,436500.0,Summer,2
11017,2140,4923,1070,98103,No,No,710000.0,Summer,2
11018,3450,6360,1860,98122,No,No,1378600.0,Winter,3
11019,1960,10682,1960,98008,No,No,450000.0,Spring,1
11020,1890,5240,980,98106,No,No,375000.0,Winter,3
11021,2080,14659,1040,98178,No,No,315000.0,Autumn,0
11022,1700,4165,1700,98118,No,No,467500.0,Winter,3
11023,1140,7316,1140,98106,No,No,330000.0,Winter,3
11024,3136,54450,3136,98070,No,No,665000.0,Summer,2
11025,2590,3889,2590,98007,No,No,760000.0,Spring,1
11026,1480,800,1000,98136,No,No,469000.0,Winter,3
11027,1500,1473,1120,98122,No,No,408000.0,Summer,2
11028,2660,10350,1330,98008,No,No,851000.0,Autumn,0
11029,1350,3926,1350,98053,No,No,410000.0,Summer,2
11030,860,10500,860,98024,No,No,235000.0,Spring,1
