,bedrooms,bathrooms,sqft_living,floors,yr_built,zipcode,waterfront_view,landscape_view,condition_evaluation,grade_evaluation,renovated,price/sqft
8795,2,1,1440,2,1990,98019,No,No,Regular,Regular,No,184.03
8796,4,3,2810,2,1994,98045,No,No,God,Regular,No,175.09
8797,4,2,2450,1,1958,98040,No,No,Regular,Regular,No,291.84
8798,2,1,1330,1,1925,98168,No,No,Regular,Regular,No,131.58
8799,4,3,3130,2,2011,98005,No,No,Regular,Good,No,311.5
8800,1,1,730,1,1945,98117,No,No,God,Regular,No,420.48
8801,4,2,2480,1,1916,98116,No,No,God,Regular,No,254.03
8802,3,1,1270,1,1969,98056,No,No,Really Good,Regular,No,289.37
8803,3,3,2230,1,1977,98136,No,Yes,God,Regular,No,313.88
8804,3,3,2880,2,1909,98122,No,No,Regular,Good,Yes,347.22
8805,4,2,2434,2,2007,98001,No,No,Regular,Regular,No,117.09
8806,2,1,1120,2,2004,98106,No,No,Regular,Regular,No,191.96
8807,4,2,4080,2,2001,98059,No,No,Regular,Good,No,257.35
8808,4,2,3720,1,1962,98006,No,No,Really Good,Good,No,368.28
8809,3,1,1430,1,1930,98168,No,No,God,Regular,No,164.34
8810,3,2,1560,1,1923,98103,No,No,Regular,Regular,Yes,387.18
8811,3,1,1700,1,1947,98199,No,No,Regular,Regular,No,441.18
8812,4,2,2510,1,1967,98005,No,No,God,Good,No,318.73
8813,5,2,2600,1,1914,98105,No,No,God,Regular,No,223.08
8814,1,1,790,1,1911,98118,No,No,Regular,Regular,No,443.04
8815,4,2,1710,2,1956,98166,No,No,Regular,Regular,No,206.87
8816,5,2,2660,1,1969,98006,No,No,Really Good,Regular,No,413.53
8817,4,2,1470,1,1963,98008,No,No,God,Regular,No,316.33
8818,3,2,2350,1,1929,98118,No,No,Regular,Regular,No,241.7
8819,5,2,2440,2,1910,98112,No,No,God,Regular,No,411.89
8820,3,1,1150,1,1961,98168,No,No,Regular,Regular,No,185.65
8821,3,2,1510,1,1976,98077,No,No,Bad,Regular,No,165.56
8822,2,1,870,1,1942,98126,No,No,God,Regular,No,410.34
8823,2,2,1280,2,1918,98136,No,No,God,Regular,No,332.03
8824,3,2,2600,2,1988,98011,No,No,Regular,Good,No,219.62
8825,3,2,2030,1,1977,98052,No,No,God,Regular,No,289.66
8826,4,1,1930,2,1979,98003,No,No,Regular,Regular,No,142.49
8827,3,2,3210,2,1998,98023,No,Yes,Regular,Good,No,176.01
8828,3,1,1970,1,1961,98011,No,No,God,Regular,No,233.5
8829,4,2,4060,1,1977,98028,No,No,Regular,Good,No,148.65
8830,3,2,3316,2,1986,98023,No,No,Regular,Good,No,147.95
8831,2,2,1460,1,1900,98033,No,No,Really Good,Regular,No,691.78
8832,4,2,2100,1,1972,98034,No,No,God,Regular,No,238.1
8833,4,2,1830,2,1990,98030,No,No,Regular,Regular,No,136.07
8834,3,2,1530,1,1970,98055,No,No,God,Regular,No,153.59
8835,4,2,1490,1,1942,98125,No,No,God,Regular,No,275.17
8836,2,1,860,1,1952,98116,No,No,Regular,Regular,No,430.23
8837,5,2,2130,1,1968,98059,No,No,Regular,Regular,No,169.01
8838,5,2,3580,2,1966,98040,No,No,Really Good,Good,No,392.99
8839,4,2,2420,2,2003,98042,No,No,Regular,Regular,No,123.14
8840,4,2,1900,1,1977,98146,No,No,Regular,Regular,No,255.26
8841,3,1,1330,1,1960,98006,No,No,Regular,Regular,No,300.75
8842,3,2,2150,2,2003,98075,No,No,Regular,Regular,No,269.77
8843,2,2,1370,2,2009,98133,No,No,Regular,Regular,No,259.12
8844,3,2,2430,2,1992,98011,No,No,Regular,Good,No,267.49
8845,4,1,1640,1,1943,98056,No,No,God,Regular,No,159.45
8846,3,1,1010,1,1968,98034,No,No,Regular,Regular,No,343.56
8847,3,1,1500,1,1926,98107,No,No,Regular,Regular,No,323.33
8848,3,2,1740,2,2012,98199,No,No,Regular,Good,No,345.4
8849,3,3,2090,1,1989,98092,No,No,Regular,Regular,No,181.82
8850,3,3,1850,2,1976,98074,No,No,Regular,Good,No,305.41
8851,3,2,2790,2,1993,98053,No,No,Regular,Good,No,268.82
8852,3,2,1480,1,1975,98023,No,No,Regular,Regular,No,196.62
8853,3,2,2280,2,1987,98029,No,No,God,Good,No,245.61
8854,4,2,3180,2,1984,98074,No,No,Regular,Good,No,227.99
8855,3,2,2350,1,1993,98014,No,No,Regular,Regular,No,229.36
8856,5,3,3910,2,2000,98038,No,No,Regular,Good,No,120.2
8857,2,1,770,1,1947,98155,No,No,Regular,Regular,No,344.09
8858,4,1,1780,2,1900,98010,No,No,God,Regular,Yes,112.36
8859,5,2,2300,1,1967,98059,No,No,Really Good,Regular,No,197.17
8860,2,2,2510,2,1943,98052,No,No,Regular,Good,Yes,323.11
8861,3,3,1410,3,2005,98103,No,No,Regular,Regular,No,301.42
8862,4,2,4250,1,1974,98040,No,No,God,Good,No,360.0
8863,4,2,2560,1,1980,98072,No,No,Regular,Regular,No,219.53
8864,3,2,1760,2,1992,98003,No,No,Regular,Regular,No,159.66
8865,3,2,2100,2,1979,98042,No,No,Regular,Regular,No,128.57
8866,3,1,1490,1,1963,98023,No,No,God,Regular,No,138.22
8867,2,1,870,1,1950,98126,No,No,Regular,Regular,Yes,356.32
8868,3,1,1260,2,2003,98029,No,No,Regular,Regular,No,277.78
8869,4,2,2630,2,1953,98004,No,No,God,Regular,No,320.72
8870,4,2,1950,1,1908,98118,No,No,God,Regular,No,189.74
8871,4,2,2200,1,1979,98058,No,No,Regular,Regular,No,126.82
8872,3,1,1600,1,1960,98058,No,No,God,Regular,No,255.0
8873,3,1,1230,1,1952,98118,No,No,Regular,Regular,No,318.7
8874,2,1,1030,1,1917,98107,No,No,Really Good,Regular,No,441.75
8875,2,1,1040,1,1965,98070,No,No,God,Regular,No,298.08
8876,3,3,2240,2,1943,98178,No,No,Regular,Regular,Yes,144.42
8877,3,1,1600,1,1944,98126,No,No,Regular,Regular,No,227.81
8878,4,2,2190,1,1977,98001,No,No,God,Regular,No,127.85
8879,3,1,1899,2,1943,98198,No,No,Regular,Regular,Yes,152.66
8880,3,1,1870,1,1927,98107,No,No,God,Regular,No,312.83
8881,3,2,1730,1,1990,98042,No,No,God,Regular,No,155.49
8882,3,2,1860,2,1994,98038,No,No,Regular,Regular,No,150.54
8883,3,1,1940,1,1965,98055,No,No,Regular,Regular,No,147.94
8884,2,1,670,1,1926,98126,No,No,Regular,Regular,No,273.13
8885,3,1,1820,1,1961,98168,No,No,Regular,Regular,No,169.78
8886,4,2,3810,2,2003,98007,No,No,Regular,Good,No,241.47
8887,5,2,2060,2,1907,98105,No,No,Regular,Regular,No,395.75
8888,3,1,1520,1,1975,98072,No,No,Regular,Regular,No,266.45
8889,5,3,3450,2,2001,98022,No,No,Regular,Good,No,152.17
8890,2,1,830,1,1943,98106,No,No,Regular,Regular,No,180.72
8891,4,1,1880,1,1946,98001,No,No,Really Good,Regular,No,127.66
8892,4,2,2200,1,1920,98033,No,No,Really Good,Regular,No,317.27
8893,3,2,1800,1,1982,98006,No,No,God,Regular,No,244.44
8894,3,1,1200,1,1936,98198,No,No,Regular,Regular,No,170.0
8895,3,2,2220,1,1947,98199,No,No,God,Regular,No,394.14
8896,3,1,1380,1,1960,98040,No,No,Really Good,Regular,No,471.01
8897,3,1,1660,1,1947,98155,No,No,God,Regular,No,236.45
8898,4,1,2320,1,1921,98144,No,No,Regular,Regular,No,172.41
8899,3,2,2800,1,1971,98006,No,No,God,Regular,No,233.21
8900,4,1,1210,1,1900,98103,No,No,Regular,Regular,No,373.55
8901,4,2,2331,2,2007,98058,No,No,Regular,Regular,No,148.01
8902,4,1,1820,1,1952,98178,No,No,God,Regular,No,192.31
8903,4,2,2860,2,2004,98028,No,No,Regular,Regular,No,227.27
8905,5,3,2750,1,1926,98115,No,No,Really Good,Regular,No,305.45
8906,3,2,2280,2,1926,98105,No,No,God,Good,No,581.14
8907,4,2,1610,1,1989,98023,No,No,Regular,Regular,No,161.46
8908,5,3,3760,2,1969,98040,No,No,Regular,Good,No,265.43
8909,3,3,2940,2,1988,98105,No,No,God,Good,No,363.95
8910,4,3,4460,2,1955,98112,No,No,Regular,Good,Yes,428.25
8911,3,1,1110,2,2007,98144,No,No,Regular,Regular,No,171.62
8912,3,2,2560,1,1977,98027,No,No,God,Good,No,181.64
8913,3,1,1060,1,1906,98177,No,No,God,Regular,No,349.06
8914,6,4,2810,1,1958,98031,No,No,Regular,Regular,No,103.2
8916,3,1,1380,1,1950,98115,No,No,Bad,Regular,No,536.23
8917,3,1,2560,1,1959,98011,No,No,Regular,Regular,No,179.69
8918,3,1,1010,1,1972,98045,No,No,God,Regular,No,287.13
8919,3,1,1790,2,1987,98022,No,No,Regular,Regular,No,265.36
8920,3,2,1600,2,2003,98001,No,No,Regular,Regular,No,133.75
8921,2,1,910,1,1951,98125,No,No,Regular,Regular,No,500.0
8922,3,2,2497,2,2007,98001,No,No,Regular,Regular,No,110.13
8923,3,1,1800,1,1966,98023,No,No,God,Regular,No,169.44
8924,5,2,2570,1,1981,98092,No,No,God,Regular,No,174.71
8925,3,2,1320,1,1918,98106,No,No,Regular,Regular,No,277.27
8926,3,2,1670,2,2003,98056,No,No,Regular,Regular,No,208.38
8927,4,2,2800,2,2003,98028,No,No,Regular,Regular,No,183.93
8928,4,2,3360,2,1988,98033,No,No,Regular,Good,No,282.74
8929,3,2,2590,2,1991,98074,No,No,God,Regular,No,314.67
8930,3,3,1530,2,1993,98038,No,No,Regular,Regular,No,130.69
8931,3,2,1330,1,1969,98034,No,No,God,Regular,No,290.23
8932,3,2,2160,2,1991,98042,No,No,Regular,Regular,No,126.39
8933,4,2,1830,2,1994,98031,No,No,Regular,Regular,No,155.19
8934,3,1,1470,1,1950,98177,No,No,Regular,Regular,No,272.07
8935,3,1,1150,1,1927,98115,No,No,Regular,Regular,No,247.83
8936,3,2,1790,2,2004,98038,No,No,Regular,Regular,No,175.98
8937,3,1,1700,1,1960,98168,No,No,Regular,Regular,No,147.06
8938,4,2,1630,1,1967,98198,No,No,Regular,Regular,No,177.91
8939,4,2,3420,2,1988,98077,No,No,Regular,Good,No,211.99
8940,3,2,1650,1,1983,98034,No,No,Regular,Regular,No,248.48
8941,4,2,2810,1,1988,98075,No,No,God,Good,No,304.27
8942,4,2,2710,2,1994,98038,No,No,Regular,Regular,No,147.56
8943,4,2,3320,2,1977,98006,No,No,Really Good,Good,No,256.81
8944,2,1,720,1,1940,98118,No,No,Regular,Regular,No,326.39
8945,2,1,930,1,1912,98014,No,No,God,Regular,No,248.33
8946,3,2,1490,2,1997,98030,No,No,Regular,Regular,No,154.36
8947,3,2,1690,2,2014,98029,No,No,Regular,Regular,No,239.5
8948,3,2,1720,2,1992,98031,No,No,Regular,Regular,No,142.44
8949,3,1,1140,1,1964,98022,No,No,God,Regular,No,164.91
8950,4,2,2280,2,1987,98029,No,No,God,Regular,No,274.61
8951,3,1,1100,1,1929,98103,No,No,God,Regular,No,389.77
8952,4,2,1800,1,1980,98033,No,No,God,Regular,No,290.0
8953,4,2,2500,2,1988,98052,No,No,God,Regular,No,273.6
8954,3,2,2950,1,1983,98136,No,No,Regular,Regular,No,361.19
8955,1,1,1940,1,1963,98116,No,No,Regular,Regular,No,315.05
8956,2,1,1280,1,1942,98126,No,No,God,Regular,No,273.44
8957,4,2,3800,2,1993,98053,No,No,Regular,Good,No,235.26
8958,2,1,930,1,1953,98115,No,No,God,Regular,No,451.61
8959,5,2,1930,1,1962,98028,No,No,God,Regular,No,207.25
8960,3,3,2980,1,1981,98052,No,No,Regular,Good,No,226.51
8961,4,2,2800,2,2004,98038,No,No,Regular,Regular,No,152.14
8962,4,2,3190,2,1984,98074,No,No,Regular,Good,No,235.11
8963,3,1,1710,1,1958,98028,No,No,God,Regular,No,215.2
8964,3,1,1980,1,1950,98106,No,No,God,Regular,No,172.73
8965,3,1,1910,1,1959,98103,No,No,Regular,Regular,No,366.49
8966,6,3,3160,2,1989,98107,No,No,Regular,Regular,No,268.59
8967,3,2,1590,1,1939,98103,No,No,Regular,Regular,No,452.83
8968,4,2,1890,1,1967,98008,No,No,Regular,Regular,No,277.78
8969,3,2,2500,1,2000,98042,No,No,Regular,Regular,No,159.16
8970,3,2,1740,1,1989,98028,No,No,Regular,Regular,No,232.76
8971,3,2,1080,1,1986,98033,No,No,Really Good,Regular,No,363.7
8972,3,1,1730,1,1958,98133,No,No,Regular,Regular,No,228.32
8973,3,2,2480,2,2004,98058,No,No,Regular,Regular,No,137.1
8974,3,2,1450,2,2005,98122,No,No,Regular,Regular,No,332.76
8975,4,2,2750,2,1991,98006,No,No,Regular,Good,No,295.45
8976,3,2,2820,1,1954,98028,No,Yes,God,Regular,No,159.57
8977,3,1,1830,1,1954,98028,No,No,Regular,Regular,No,217.49
8978,2,3,1550,3,2006,98075,Yes,No,Regular,Regular,No,693.55
8979,2,2,1640,1,1959,98107,No,No,Regular,Regular,No,329.27
8980,4,2,1720,1,1923,98118,No,No,Regular,Regular,No,159.88
8981,5,2,2880,2,1921,98144,No,No,Regular,Regular,No,270.83
8982,3,1,1220,1,1931,98178,No,No,Regular,Regular,No,184.43
8983,3,3,1560,2,2009,98103,No,No,Regular,Good,No,322.46
8984,2,2,1090,2,1990,98028,No,No,Regular,Regular,No,228.44
8985,4,1,1140,1,1916,98103,No,No,Regular,Regular,No,499.96
8986,2,2,1040,2,2003,98105,No,No,Regular,Regular,No,432.69
8987,4,2,2580,1,1950,98199,No,No,Really Good,Good,No,426.16
8988,4,2,2310,1,1927,98103,No,No,Regular,Regular,Yes,303.03
8989,3,2,1590,2,1991,98122,No,No,Regular,Regular,No,285.53
8990,3,1,1270,1,1969,98052,No,No,Regular,Regular,No,437.01
8991,3,1,1240,1,1970,98042,No,No,Really Good,Regular,No,172.58
8992,3,2,2210,2,1988,98029,No,No,Regular,Regular,No,266.97
8993,3,1,2340,1,1978,98027,No,No,Regular,Regular,No,196.54
8994,3,1,1420,1,1987,98198,No,No,Regular,Regular,No,144.37
8995,3,1,1430,1,1980,98045,No,No,God,Regular,No,272.73
8996,3,2,2470,2,1960,98040,No,No,Regular,Regular,Yes,392.91
8997,3,2,2390,2,2000,98010,No,No,Regular,Regular,No,330.54
8998,3,1,1120,1,1969,98077,No,No,God,Regular,No,285.71
8999,3,2,2700,2,1907,98122,No,No,God,Regular,No,204.63
9000,3,3,3490,2,1924,98102,No,No,Regular,Good,No,300.86
9001,3,1,1640,1,1966,98058,No,No,Regular,Regular,No,140.24
9002,3,1,1620,1,1950,98112,No,No,Regular,Regular,No,419.75
9003,3,1,1670,2,1912,98112,No,No,Really Good,Regular,No,589.82
9004,4,2,1870,2,1990,98055,No,No,Regular,Regular,No,200.53
9005,2,1,1300,1,1900,98144,No,No,God,Regular,No,331.54
9006,3,2,2190,2,1991,98019,No,No,Regular,Regular,No,211.42
9007,3,1,1320,1,1966,98034,No,No,Regular,Regular,No,265.15
9008,3,1,1250,1,1964,98008,No,No,Regular,Regular,No,388.0
9009,4,1,2040,1,1967,98092,No,No,God,Regular,No,174.02
9010,3,1,2140,1,1910,98117,No,No,Regular,Regular,No,282.01
9011,5,1,2510,1,1920,98144,No,No,Really Good,Regular,No,342.63
9012,5,2,2200,2,1996,98038,No,No,Regular,Regular,No,118.12
9013,4,2,2170,1,1959,98004,No,No,Regular,Regular,No,315.67
9014,4,2,2980,2,2003,98038,No,No,Regular,Regular,No,128.36
9015,3,1,1180,1,1902,98117,No,No,Regular,Regular,No,415.25
9017,3,2,1540,1,1953,98155,No,No,God,Regular,No,279.22
9018,5,2,3110,1,1974,98052,No,No,Regular,Regular,No,186.5
9019,3,1,1370,1,1940,98117,No,No,Regular,Regular,Yes,372.26
9020,5,2,2440,1,1975,98042,No,No,God,Regular,No,200.82
9021,3,2,1760,2,1983,98199,No,No,Regular,Regular,No,250.0
9022,3,2,2810,1,2006,98055,No,No,Regular,Good,No,170.8
9023,4,2,2500,1,1997,98053,No,No,Regular,Good,No,322.4
9024,4,2,3220,2,1996,98077,No,No,Regular,Good,No,271.74
9025,3,2,2880,2,1992,98077,No,No,Regular,Good,No,246.81
9026,3,2,2700,2,2004,98065,No,No,Regular,Regular,No,209.26
9027,5,3,2680,2,1995,98010,No,No,Regular,Regular,No,134.33
9028,3,1,1780,1,1922,98117,No,No,God,Regular,No,351.12
9029,3,2,2240,2,1999,98003,No,No,Regular,Regular,No,156.23
9030,4,2,1610,1,1967,98056,No,No,Really Good,Regular,No,257.76
9031,2,2,1440,2,2004,98116,No,No,Regular,Good,No,302.08
9032,3,1,1550,2,1948,98146,No,No,Regular,Regular,Yes,145.16
9033,3,1,1720,1,1954,98122,No,No,Regular,Good,Yes,447.67
9034,3,1,1740,1,1959,98133,No,No,Regular,Regular,No,195.4
9035,5,2,3280,1,1981,98006,No,No,God,Good,No,294.21
9036,3,2,2216,1,1968,98092,No,No,Regular,Good,Yes,300.99
9037,1,1,1100,1,1947,98166,No,No,Bad,Regular,No,227.27
9038,3,1,1180,1,1948,98177,No,No,God,Regular,No,337.28
9039,3,1,2020,1,1952,98155,No,No,Really Good,Regular,No,264.85
9040,3,1,1150,1,1951,98178,No,No,God,Regular,No,231.26
9041,3,1,2090,1,1986,98030,No,No,Regular,Regular,No,123.44
9042,3,2,1300,3,2005,98107,No,No,Regular,Regular,No,388.85
9043,5,2,2240,1,1978,98034,No,No,Regular,Regular,No,203.12
9044,5,3,3540,1,2005,98033,No,No,Regular,Good,No,380.79
9045,4,2,2840,1,1958,98177,No,No,Regular,Regular,No,211.27
9046,4,2,2080,2,1996,98092,No,No,Regular,Regular,No,158.56
9047,2,1,1550,1,1947,98055,No,No,Regular,Regular,No,143.23
9048,4,2,1900,1,1962,98007,No,No,Regular,Regular,No,236.84
9049,3,3,2760,2,2004,98119,No,No,Regular,Good,No,344.93
9050,4,2,1410,1,1927,98109,No,No,Regular,Regular,No,443.26
9051,2,1,1240,1,1960,98030,No,No,God,Regular,No,182.9
9052,5,4,4420,2,2000,98059,No,No,Regular,Good,No,272.62
9053,4,2,3390,1,1961,98031,No,No,God,Regular,No,103.24
9054,3,1,1400,1,1962,98011,No,No,Regular,Regular,No,282.14
9055,5,3,2110,2,2002,98118,No,No,Regular,Regular,No,135.07
9056,3,1,1310,1,1948,98008,No,No,Regular,Regular,No,422.14
9057,3,1,1270,1,1957,98188,No,No,God,Regular,No,200.0
9058,2,1,2060,1,1924,98106,No,No,Regular,Regular,No,169.0
9059,4,2,2530,1,1977,98023,No,No,Really Good,Regular,No,140.3
9060,3,2,1900,1,1942,98105,No,No,Really Good,Regular,No,371.58
9061,4,2,2910,2,2006,98065,No,No,Regular,Regular,No,171.48
9062,3,1,1900,1,1971,98038,No,No,God,Regular,No,225.0
9063,5,3,2880,2,1991,98055,No,No,Regular,Regular,No,152.43
9064,4,2,2820,2,1998,98010,No,No,Regular,Good,No,193.26
9065,3,1,1620,1,1920,98103,No,No,Regular,Regular,No,519.75
9066,4,2,3320,2,1997,98053,No,No,Regular,Good,No,206.33
9067,4,3,3770,2,2003,98010,No,No,Regular,Good,No,176.39
9068,2,1,1200,1,1917,98198,No,No,Really Good,Regular,No,212.5
9069,5,2,2130,1,1959,98199,No,No,Regular,Regular,No,265.26
9070,5,1,1950,1,1962,98001,No,No,Regular,Regular,No,140.51
9071,3,2,1920,1,1969,98023,No,No,God,Regular,No,135.42
9072,4,2,2510,1,1961,98033,No,No,God,Regular,Yes,231.47
9073,3,1,1990,1,1926,98198,Yes,No,God,Regular,No,314.07
9074,3,1,1230,1,1969,98042,No,No,Really Good,Regular,No,178.86
9075,3,2,3190,2,1982,98024,No,No,Regular,Good,No,239.81
9076,6,4,5720,2,2004,98006,No,No,Regular,Good,No,231.64
9077,8,2,2280,1,1911,98105,No,No,Regular,Regular,No,307.02
9078,4,1,1550,1,1959,98008,No,No,God,Regular,No,226.45
9079,3,2,1690,2,2014,98029,No,No,Regular,Regular,No,244.71
9080,3,3,1651,2,2008,98133,No,No,Regular,Regular,No,219.87
9081,4,1,2260,1,1962,98029,No,No,God,Regular,No,300.44
9082,2,1,1510,1,2005,98053,No,No,Regular,Regular,No,313.25
9083,3,2,1490,1,1966,98052,No,No,God,Regular,No,393.21
9084,4,2,2220,2,2001,98059,No,No,Regular,Regular,No,182.43
9085,3,1,2800,1,1965,98198,Yes,No,Regular,Regular,No,232.14
9086,4,2,2210,1,1975,98038,No,No,God,Regular,No,187.78
9087,3,2,2150,1,1951,98117,No,No,Regular,Regular,No,267.44
9088,3,2,1400,1,1985,98030,No,No,Regular,Regular,No,157.14
9089,4,3,2450,1,1967,98006,No,No,Really Good,Regular,No,248.98
9090,3,1,980,1,1941,98115,No,No,Regular,Regular,No,510.15
9091,4,2,2800,2,1990,98112,No,No,Regular,Good,No,315.36
9092,2,1,1240,1,1925,98125,No,No,Regular,Regular,No,351.61
9093,3,2,1610,2,2007,98106,No,No,Regular,Regular,No,198.76
9094,3,1,1510,1,1989,98045,No,No,Regular,Regular,No,281.46
9095,4,2,1670,1,1967,98001,No,No,Regular,Regular,No,122.57
9096,6,3,2320,1,1987,98108,No,No,God,Regular,No,165.52
9097,3,2,1900,2,1984,98031,No,No,God,Regular,No,165.26
9098,3,2,2390,2,2003,98028,No,No,Regular,Good,No,223.85
9099,4,1,2110,1,1979,98053,No,No,God,Regular,No,269.19
9100,4,1,1470,1,1973,98052,No,No,God,Regular,No,289.8
9101,4,2,2670,2,1908,98118,No,No,Really Good,Regular,No,252.81
9102,4,2,2540,2,2000,98055,No,No,Regular,Regular,No,149.61
9103,3,2,3450,3,1927,98116,No,No,God,Regular,Yes,198.55
9104,3,2,1700,1,1991,98058,No,No,Regular,Regular,No,252.35
9105,4,1,1810,1,1968,98133,No,No,Regular,Regular,No,441.44
9106,5,1,1550,1,1978,98106,No,No,Regular,Regular,No,205.48
9107,3,3,4110,2,2002,98006,No,No,Regular,Good,No,225.06
9108,3,1,2080,1,1963,98118,No,No,Regular,Regular,No,201.92
9109,2,1,1100,1,1906,98109,No,No,Regular,Regular,No,518.18
9110,4,2,3950,2,1960,98040,No,No,Really Good,Regular,No,266.46
9111,3,1,1250,1,1954,98146,No,No,God,Regular,No,266.4
9112,2,1,2620,2,1931,98125,Yes,No,Regular,Regular,Yes,519.08
9113,3,2,2290,3,1953,98102,No,No,God,Good,Yes,288.21
9115,6,4,3500,2,1980,98155,No,No,Regular,Regular,No,195.0
9116,5,2,1690,1,1943,98106,No,No,Really Good,Regular,No,236.68
9117,5,3,4500,2,1968,98125,No,No,God,Regular,No,191.11
9118,2,1,1120,1,1948,98055,No,No,Regular,Regular,No,193.02
9119,4,2,1740,2,1989,98058,No,No,Really Good,Regular,No,172.41
9121,3,1,1010,1,1960,98030,No,No,Regular,Regular,No,252.48
9122,3,1,1200,1,1984,98031,No,No,Regular,Regular,No,208.33
9123,3,1,1020,1,1978,98045,No,No,Regular,Regular,No,240.2
9124,3,1,1850,2,1979,98052,No,No,God,Regular,No,240.54
9125,3,1,1830,1,1957,98008,No,No,God,Regular,No,307.1
9126,4,1,2070,1,1963,98008,No,No,Regular,Regular,No,242.03
9127,3,1,1160,1,1918,98146,No,No,God,Regular,No,163.79
9128,4,2,3280,2,1996,98077,No,No,Regular,Good,No,262.96
9129,5,2,2340,2,1922,98144,No,No,God,Good,No,463.68
9130,5,3,3690,1,1960,98198,No,No,Regular,Good,No,155.83
9131,1,1,720,1,1935,98092,No,No,God,Regular,No,347.22
9132,7,1,2660,1,1962,98059,No,No,God,Regular,No,116.54
9133,5,3,4300,2,1957,98116,No,No,Regular,Good,Yes,325.58
9134,3,1,1590,1,1969,98003,No,Yes,Regular,Regular,No,179.15
9135,4,2,2590,2,2003,98028,No,No,Regular,Good,No,220.08
9136,3,1,1720,1,1954,98178,No,No,Regular,Regular,No,176.74
9137,4,2,1790,1,1983,98056,No,No,God,Regular,No,312.85
9138,3,1,1590,1,1954,98198,No,Yes,Regular,Regular,No,204.4
9139,4,2,1580,1,1912,98136,No,No,Regular,Regular,No,352.85
9140,4,2,2580,1,1967,98023,No,No,God,Good,No,118.22
9141,5,1,1740,1,1958,98059,No,No,God,Regular,No,183.91
9142,5,2,3470,1,1978,98042,No,No,God,Regular,No,131.12
9143,3,1,1180,1,1963,98034,No,No,God,Regular,No,324.58
9144,3,1,1700,1,1931,98059,No,No,Really Good,Regular,No,320.59
9145,2,1,1190,1,1925,98116,No,No,Regular,Regular,No,409.66
9146,5,2,2450,2,2002,98030,No,No,Regular,Regular,No,140.82
9147,6,2,2630,1,1974,98052,No,No,God,Regular,No,221.67
9148,3,2,2130,2,1977,98052,No,No,Regular,Regular,No,251.15
9149,4,1,1060,1,1904,98199,No,No,Regular,Regular,No,380.66
9150,3,1,1480,1,1946,98115,No,No,Regular,Regular,No,337.84
9151,3,1,1610,1,1990,98010,No,No,Regular,Regular,No,198.45
9152,4,2,2440,2,1960,98126,No,No,Regular,Regular,No,215.16
9153,4,3,3100,2,1996,98028,No,No,Regular,Regular,No,181.61
9154,4,2,2890,1,1911,98117,No,No,Regular,Regular,Yes,310.9
9155,3,2,3240,2,1991,98042,No,No,God,Good,No,200.93
9156,4,2,2900,2,1911,98136,No,No,Regular,Regular,Yes,155.17
9157,4,2,2650,1,1975,98006,No,No,God,Regular,No,250.94
9158,4,2,2560,2,1929,98117,No,No,Really Good,Regular,No,322.27
9159,3,1,1150,1,1938,98002,No,No,God,Regular,No,173.91
9160,3,2,1760,1,1998,98030,No,No,Regular,Regular,No,167.61
9161,4,2,3220,2,2004,98034,No,No,Regular,Good,No,232.3
9162,3,2,3200,1,1967,98027,No,No,Bad,Good,Yes,181.25
9163,3,1,1250,1,1942,98198,No,No,Regular,Regular,No,220.0
9164,3,1,1000,1,1963,98023,No,No,God,Regular,No,196.0
9165,2,1,740,1,1938,98146,No,No,Bad,Regular,No,318.58
9166,3,2,2170,1,1965,98148,No,No,Regular,Regular,No,145.16
9167,4,2,2370,2,1999,98003,No,No,Regular,Regular,No,142.62
9168,4,2,2300,2,2006,98038,No,No,Regular,Regular,No,153.48
9169,3,1,1400,1,1998,98022,No,No,Regular,Regular,No,167.86
9170,3,2,3080,2,1990,98038,No,No,Regular,Good,No,185.06
9171,4,2,2350,2,1968,98177,No,No,Regular,Regular,No,214.89
9172,4,3,2660,1,1906,98112,No,No,Regular,Regular,Yes,463.91
9173,2,1,1250,1,1950,98003,No,No,God,Regular,No,239.2
9174,3,2,1100,1,1991,98038,No,No,Regular,Regular,No,218.18
9175,3,1,3330,1,1960,98040,Yes,No,God,Regular,No,587.09
9176,4,3,3640,2,1913,98122,No,No,Really Good,Good,No,347.53
9177,2,1,1350,2,1986,98033,No,No,Regular,Regular,No,300.0
9178,4,2,1310,1,1953,98155,No,No,God,Regular,No,232.06
9179,4,2,1800,2,2003,98038,No,No,Regular,Regular,No,151.11
9180,2,1,1260,1,1925,98117,No,No,Regular,Regular,No,326.98
9181,4,2,2990,2,2001,98075,No,No,Regular,Good,No,233.44
9182,2,1,1140,1,1942,98136,No,No,Regular,Regular,No,350.88
9183,3,2,2100,2,1994,98055,No,No,Regular,Regular,No,145.24
9184,4,2,2400,1,1962,98033,No,No,God,Regular,No,243.75
9185,2,1,1400,1,1982,98023,No,No,Regular,Regular,No,135.71
9186,4,2,2990,2,1988,98075,No,No,Regular,Good,No,254.18
9187,3,1,1930,1,1977,98072,No,No,Regular,Regular,No,295.34
9188,3,1,980,1,1946,98058,No,No,Regular,Regular,No,146.94
9189,2,1,690,1,1942,98056,No,No,God,Regular,No,201.45
9190,4,1,1430,1,1945,98115,No,No,God,Regular,No,367.13
9191,1,1,1110,1,1935,98177,No,No,Regular,Regular,No,263.96
